12, Río Negro, 		433
5, Colonia,		578
1, Montevideo, 		646
10, Maldonado,		679
7, Flores, 		493
17, Soriano,		446
8, Florida,		469
9, Lavalleja,		388
14, Rocha, 		565
16, San José,		447
19, Treinta y Tres, 		379
11, Paysandú,		416
6, Durazno, 		393
15, Salto,		319
4, Cerro Largo, 		299
18, Tacuarembó,		366
13, Rivera,		318
2, Artigas,		311
3, Canelones, 		372
